chr,start,end,methylation_level
1,1296481,1298279,0.9546594649590042
1,1307020,1309805,0.10428435393210807
1,1312606,1313113,0.9583333333333334
1,1324263,1325255,0.004166666666666663
1,1327285,1328040,0.8428787878787879
1,1331705,1331906,0.980952380952381
1,1332055,1333606,0.9150373008804977
1,1336045,1336694,1.0
1,1336997,1337254,0.9902439024390244
1,1338106,1340460,0.9940706034823681
1,1341237,1341468,0.9797979797979798
1,1348553,1351571,0.0
1,1354327,1355746,0.14869170704540974
1,1373760,1375659,0.27671451355661886
1,1387264,1387544,0.9846153846153847
1,1398691,1400222,0.008670121170121167
1,1406728,1407555,0.0030948653736248646
1,1419779,1420620,0.15177100994918807
1,1427516,1427953,0.05761904761904761
1,1430792,1431014,0.7663646964633807
1,1435560,1436069,0.0
1,1439081,1440204,0.8827802135346892
1,1454175,1454509,1.0
1,1460705,1460958,1.0
1,1471464,1472441,0.00018382352941176248
1,1481905,1482373,1.0
1,1484846,1485304,1.0
1,1509208,1509469,1.0
1,1511498,1512825,0.00664529486408869
1,1519922,1520512,0.8670212765957447
1,1521449,1521694,1.0
1,1522574,1523649,0.9518957039337475
1,1535224,1536210,0.9734032634032633
1,1537727,1537962,0.9161705167897118
1,1539582,1541289,0.22316424438134966
1,1574102,1575367,0.004081632653061222
1,1598951,1600756,0.5433839672160159
1,1615073,1616635,0.0
1,1623207,1623979,0.9857954545454545
1,1625400,1625675,1.0
1,1626669,1634630,0.42108506299716236
1,1658612,1659481,0.0
1,1669542,1669792,0.9545454545454546
1,1692087,1693628,0.009886531745184458
1,1723956,1724792,0.0008771929824561399
1,1745362,1746894,0.005681818181818175
1,1753934,1754532,0.9202294197031039
1,1760328,1760624,0.9960474308300395
1,1777955,1779143,0.0007112375533428162
1,1782200,1782702,0.19915322580645162
1,1889966,1891833,0.0024905303030303
1,1908519,1909162,0.010442773600668332
1,1918659,1919952,0.03386218020557827
1,1927807,1928084,0.9090909090909092
1,1943276,1943576,0.8636363636363636
1,1944178,1944438,0.125
1,1954905,1955431,0.7638183100699597
1,1964975,1965189,0.5
1,1966142,1966347,1.0
1,1978829,1982361,0.9257069563403125
1,2018972,2020040,0.0784313725490196
1,2025607,2025947,0.3029728697280766
1,2027975,2028428,0.9930555555555557
1,2029503,2029709,0.9378815628815629
1,2029968,2030411,0.8557502840676575
1,2043247,2043503,0.9774436090225563
1,2044684,2045207,0.0
1,2049812,2051773,0.20896335025511686
1,2059340,2059732,0.9693383539537386
1,2073740,2074126,0.98671875
1,2093766,2094786,1.0
1,2107116,2107424,0.9171449240414759
1,2109558,2109863,1.0
1,2114990,2115426,0.9325396825396826
1,2121722,2124405,0.1428571428571428
1,2132343,2132613,0.37023424657353227
1,2133189,2133740,0.0
1,2150875,2151090,0.9031889747905936
1,2184993,2185362,0.8775510204081632
1,2189578,2190379,0.419259460657487
1,2194449,2195203,0.0833333333333333
1,2204478,2205912,0.02511526094376995
1,2212760,2213058,0.007575757575757566
1,2226773,2229734,0.03934801751473091
1,2290759,2291130,0.0
1,2300871,2301178,0.0
1,2303869,2304228,1.0
1,2305003,2307630,0.9088597599235898
1,2314275,2315647,0.04193545173361663
1,2317876,2318195,0.9833333333333333
1,2322284,2323319,0.8819460233253337
1,2326658,2326984,0.8060897435897436
1,2331745,2332031,0.9393939393939394
1,2334568,2334993,0.8102399197226784
1,2344919,2345218,0.9608516483516484
1,2372720,2372937,0.9687199408065112
1,2384914,2385310,0.7880690737833594
1,2391042,2392325,0.0027282299021429437
1,2402111,2402733,1.0
1,2408437,2408807,1.0
1,2411946,2413278,0.06169792125776706
1,2414452,2414717,0.023976023976023973
1,2428487,2428728,1.0
1,2433987,2434240,0.8897435897435897
1,2440407,2440634,0.9986338797814207
1,2443379,2444375,0.242385710553814
1,2456230,2456647,0.7798821548821548
1,2467386,2467616,0.15337481146304674
1,2478353,2478610,0.59375
1,2479686,2479965,0.9488806935817805
1,2502147,2502626,0.9901960784313726
1,2503602,2503818,0.8383152173913043
1,2513916,2514209,0.9877547021943573
1,2518483,2518767,0.9973958333333334
1,2519778,2520112,0.8772338772338774
1,2521356,2521568,0.9968553459119498
1,2525802,2526820,0.0017391304347826081
1,2529321,2530571,0.01745813844193881
1,2540656,2541147,0.0
1,2546432,2546924,0.027777777777777766
1,2585958,2587453,0.021739130434782608
1,2595800,2596064,0.53125
1,2606232,2606447,0.9733333333333333
1,2628453,2629253,0.04241558441558441
1,2642591,2643425,0.004251700680272106
1,2789460,2790396,0.03444552545364775
1,2800176,2800668,0.8902162652162652
1,2855561,2856100,0.9770860975969334
1,2911220,2911729,0.974025974025974
1,2930491,2930723,0.9857142857142858
1,2959980,2960243,0.9696428571428571
1,2968497,2968719,0.5157758907758907
1,2970024,2970358,0.7948717948717948
1,3001801,3002189,0.8741788461796203
1,3022069,3022479,0.9476661779081134
1,3062711,3064194,0.8443304594565099
1,3067361,3071398,0.05713777540966257
1,3073466,3074154,0.08980082417582415
1,3080708,3080909,1.0
1,3111615,3111993,0.4666666666666667
1,3121503,3121779,1.0
1,3142486,3142704,0.9291666666666667
1,3155335,3155675,0.1666666666666666
1,3164370,3164728,0.8099108064278343
1,3185976,3186788,0.9248309652323269
1,3188392,3188689,0.08419540229885053
1,3194583,3195345,0.9336392773892774
1,3231281,3231517,0.5119281045751634
1,3240945,3241736,1.0
1,3247405,3248079,0.20961550754413757
1,3266257,3266652,1.0
1,3278812,3279488,0.9759803921568627
1,3287201,3287889,0.9962047977085572
1,3323351,3323697,0.7709315141380358
1,3390505,3390721,1.0
1,3393538,3394471,0.14168797953964193
1,3404705,3405746,0.8084195236829672
1,3411427,3412860,0.9563771465150775
1,3414476,3414715,0.96875
1,3415422,3415663,0.7817460317460317
1,3434801,3435068,1.0
1,3478137,3478627,0.9694602272727273
1,3509012,3509233,1.0
1,3510791,3511119,0.7343532442216651
1,3530885,3531495,0.08333333333333334
1,3543310,3543705,0.990686274509804
1,3595145,3595554,0.726046176046176
1,3611055,3611514,0.0
1,3624203,3625677,0.019312169312169312
1,3649780,3653072,0.027945066915655146
1,3690532,3690989,0.9681434465917224
1,3706754,3706957,0.7550163894249916
1,3718069,3718537,0.15987179487179484
1,3732730,3733110,0.6153846153846154
1,3746399,3747406,0.20370513596320045
1,3771989,3773120,0.0
1,3786900,3787344,0.8956742303671622
1,3795834,3796668,0.01788461538461538
1,3814894,3815451,0.959047619047619
1,3856623,3857901,0.0
1,3858513,3858805,0.9880952380952381
1,3874300,3875047,1.0
1,3899792,3901520,0.0
1,3907655,3907892,1.0
1,4132573,4133183,0.9934640522875817
1,4161327,4161612,0.8545454545454545
1,4653929,4656495,0.06442819258615476
1,4711592,4712485,0.6153899131171858
1,4772291,4772493,0.986259395612824
1,5711996,5712453,1.0
1,5877097,5877332,0.9215617715617715
1,5890764,5890969,0.989184174594785
1,5991535,5993346,0.0
1,6026184,6026434,0.0
1,6051549,6051776,1.0
1,6071575,6071925,1.0
1,6127683,6128175,0.41888243443798995
1,6128813,6129060,1.0
1,6142058,6142299,0.8823529411764706
1,6148656,6148979,0.009442134442134431
1,6179177,6180754,0.02493901601044458
1,6180971,6181191,0.0
1,6199118,6199823,0.016666666666666666
1,6205765,6206718,0.012539682539682533
1,6208760,6209528,0.014546224692985823
1,6235468,6236201,0.0
1,6241815,6242796,0.025641025641025633
1,6245088,6246403,0.1100523646183039
1,6249103,6250032,0.04251012145748988
1,6253701,6254079,0.7357954545454546
1,6260077,6260991,0.0
1,6279888,6280208,1.0
1,6281076,6281352,0.9880952380952381
1,6392959,6394125,0.0
1,6418997,6420878,0.09407772089619021
1,6440108,6441070,0.0
1,6447147,6449126,0.06156059594483239
1,6451629,6452050,0.7982074130741732
1,6454048,6455985,0.13706576141391527
1,6456064,6456265,0.9615384615384616
1,6460524,6461895,0.9756267237036467
1,6466114,6466361,0.0
1,6471411,6471676,1.0
1,6485083,6485858,0.0
1,6490023,6491055,0.007604166666666663
1,6497090,6497812,0.0
1,6554076,6554775,0.0047699214365881
1,6579367,6580301,0.377225034130405
1,6593337,6593614,0.9797979797979798
1,6599065,6599445,0.984375
1,6601716,6603784,0.008007992712754614
1,6612726,6615681,0.048599208525679116
1,6701235,6702071,0.013413274600973432
1,6784253,6786306,0.001281000204960031
1,6961941,6962248,0.048935786435786416
1,7663340,7665115,0.9987468671679197
1,7680083,7681057,0.007002176567393952
1,7704113,7705796,0.07593705800513581
1,7770991,7771786,0.0060606060606060545
1,7783400,7785044,0.11459455577102637
1,7827138,7827416,0.925934829059829
1,7942348,7942639,0.0
1,7953933,7954591,0.004658564814814812
1,7961241,7962166,0.010256410256410253
1,8025494,8026794,0.040107137526361726
1,8211936,8212142,0.44577089577089574
1,8217135,8217762,0.22150054308688194
1,8317724,8318275,0.0
1,8324327,8324659,0.9807692307692308
1,8325835,8326108,0.9069316049803854
1,8330142,8330740,0.728298017771702
1,8335283,8335575,0.8214285714285714
1,8343637,8344042,0.910071971372281
1,8358262,8358490,0.9935064935064936
1,8423329,8424279,0.0
1,8702946,8703521,0.004838562893060986
1,8816953,8818004,0.0
1,8878254,8879287,0.003968253968253966
1,9039221,9040454,1.0
1,9128444,9129417,0.05551925220821541
1,9182108,9183768,0.05096685727622826
1,9198506,9198897,0.00640522875816993
1,9234342,9235393,0.0
1,9264143,9264380,0.986842105263158
1,9264628,9264957,0.9960994431924665
1,9292330,9293834,0.07717670689817428
1,9356067,9356345,0.9615384615384617
1,9428878,9429190,0.0
1,9495320,9495593,0.0
1,9539291,9540385,0.039100684261974585
1,9588674,9589459,0.0606060606060606
1,9610559,9610810,1.0
1,9627067,9627309,0.0
1,9651674,9652943,0.0
1,9689237,9690170,0.08951323063734769
1,9715650,9715939,0.9882352941176471
1,9730234,9730646,0.9871073628094603
1,9731100,9731428,0.9437224889955982
1,9822953,9824609,0.001838235294117647
1,9909787,9910631,0.008309591642924974
1,9943107,9943527,0.0
1,9997209,9998050,0.018615252024863
1,10032474,10033346,0.0
1,10209957,10211248,0.002173913043478261
1,10326125,10326332,1.0
1,10398491,10399940,0.027495536773291186
1,10430143,10431015,0.05292643373138729
1,10472120,10472743,0.0
1,10474861,10475115,0.0
1,10638242,10640041,0.5297142964221252
1,10647753,10648083,1.0
1,10654344,10654651,1.0
1,10659810,10660524,1.0
1,10665130,10665560,1.0
1,10693716,10695464,0.0053475935828877
1,10697834,10698195,1.0
1,10704392,10704868,0.5801657272245507
1,10793837,10796907,0.043496394142895155
1,10835838,10836060,0.0
1,10888467,10889109,0.10342598577892695
1,11012340,11013188,0.002403846153846154
1,11058973,11060577,0.024826068845207595
1,11099330,11100079,0.02285456401835712
1,11262201,11262979,0.0
1,11273202,11273490,0.0
1,11478612,11480554,0.11818078956689719
1,11501309,11502099,0.5874362681185942
1,11529781,11529987,1.0
1,11536325,11536565,0.8553459119496855
1,11648710,11649220,0.28401800835623914
1,11654160,11655249,0.06735184913553036
1,11664056,11664828,0.06184210526315789
1,11680342,11681660,0.05665784832451499
1,11690644,11692594,0.0632899014939065
1,11719509,11719959,0.0026315789473684197
1,11805405,11806509,0.0
1,11838336,11838675,0.890909090909091
1,11859058,11859498,0.08238636363636363
1,11925586,11926078,0.0
1,11934692,11934912,0.0
1,11980056,11980736,0.002958579881656804
1,12019194,12019846,0.01145431145431145
1,12063431,12064091,0.08798582154755394
1,12166819,12167655,0.017489375612945404
1,12191277,12191928,0.9615384615384616
1,12229897,12230528,0.004487179487179482
1,12230898,12231142,0.0
1,12540321,12540530,0.7000650256283095
1,12595876,12596235,0.14507575757575755
1,12616978,12618636,0.028445512820512817
1,13513010,13514118,0.08639062487279632
1,13554915,13555117,0.9815476190476191
1,13583111,13583347,0.553409090909091
1,13583642,13584373,0.0881280756280756
1,13699986,13700705,0.007905138339920945
1,13748772,13749963,0.012626262626262623
1,13892855,13893242,0.008367693427116171
1,14598114,14599497,0.0075541341698546725
1,14923877,14925049,0.0
1,15048567,15048917,0.7887684477358391
1,15065685,15066023,0.9846153846153847
1,15152723,15154975,0.032991680384326524
1,15247124,15247457,0.0
1,15409554,15410732,0.002244668911335573
1,15524103,15525086,0.0
1,15526613,15527168,0.0
1,15584593,15585113,0.0
1,15603328,15603794,0.03888670852956567
1,15617326,15617861,0.005356125356125352
1,15684083,15685007,0.20065128900949794
1,15727121,15727480,0.985
1,15744133,15744358,0.7301587301587302
1,15746823,15747026,0.9402421652421653
1,15758576,15759367,0.12592877668308702
1,15834765,15836385,0.0
1,15837257,15837628,0.06997354497354495
1,15847394,15848901,0.0011655011655011655
1,15849334,15849622,0.004793756967670009
1,15934375,15934660,0.9411067193675888
1,15943405,15943764,0.9846153846153847
1,15944096,15945087,0.9881707827880077
1,15975407,15976177,0.002761341222879681
1,16073153,16073496,0.06552538370720189
1,16137881,16138126,0.9236111111111112
1,16148616,16148829,0.9722222222222222
1,16154989,16155965,0.0
1,16206422,16208085,0.0782722374779025
1,16217188,16217812,0.10769230769230768
1,16226831,16227165,0.0
1,16352079,16352697,0.005050505050505045
1,16367126,16367775,0.0
1,16440503,16441308,0.0
1,16498643,16499882,0.004842453153076066
1,16514289,16514533,0.0
1,16520785,16521397,0.6800084530853762
1,16534378,16535801,0.4895089734687663
1,16547906,16548318,0.0526315789473684
1,16612961,16613959,0.009343997183935441
1,16644360,16644997,0.030954094244417845
1,16646990,16648550,0.21108239612457927
1,16692188,16694464,0.2520453621224516
1,16696491,16696789,0.23340843938670025
1,16699567,16701447,0.12576883106035705
1,16707273,16708233,0.1121904144082439
1,16724996,16725396,0.9803264696368659
1,16758916,16760479,0.20572589246502287
1,16871066,16871354,0.9396504559270517
1,16872131,16873554,0.4233553316941528
1,16888926,16889599,0.05324451986014497
1,16904803,16905185,0.0026455026455026445
1,16913543,16914475,0.0696836531742192
1,16955323,16955561,0.6666666666666666
1,16960795,16961189,0.0035218253968253748
1,16980056,16980868,0.1037037037037037
1,17005390,17005598,1.0
1,17011334,17012087,0.0
1,17053961,17054227,0.0
1,17149207,17149580,0.9137507229612494
1,17407939,17408149,1.0
1,17419704,17420051,0.5360490441235782
1,17437576,17439981,0.0005494505494505481
1,17539434,17540048,0.0
1,17696986,17697297,0.9964285714285713
1,17825883,17826347,0.43773403699726043
1,18107611,18108319,0.008576548899129528
1,18109072,18109410,0.012820512820512817
1,18110057,18111179,0.04327122153209109
1,18365380,18365587,0.9970238095238096
1,18482379,18483173,0.9267089947089947
1,18630401,18633335,0.06511930372598722
1,18636321,18636987,0.05555555555555553
1,18637686,18637907,0.154143475572047
1,18640757,18641625,0.08915304359383305
1,18643054,18644245,0.042724242424242415
1,18645235,18645603,0.3333333333333333
1,18646534,18647239,0.04356060606060605
1,18784226,18784438,0.6363636363636364
1,18854451,18854975,0.7812950937950938
1,18877380,18877740,1.0
1,18883132,18883420,0.9553030303030303
1,18902334,18903140,0.0
1,18955454,18957389,0.029402094554737888
1,19209657,19210552,0.0007949125596184412
1,19251390,19252214,0.013411764705882352
1,19273755,19274448,0.2901232152940227
1,19288504,19289166,0.10227272727272728
1,19311713,19312815,0.023635316092491355
1,19338516,19338782,0.8848484848484849
1,19485209,19486150,0.0
1,19596847,19597508,0.0
1,19643761,19645429,0.003908861775777192
1,19664653,19666295,0.18527683050339305
1,19679017,19679372,0.882967032967033
1,19800029,19800287,0.0
1,19882314,19882969,0.0
1,20185867,20186304,0.07916666666666666
1,20242962,20243324,0.9930392156862744
1,20343073,20343525,0.10042570960150232
1,20366089,20367041,0.2550962906502878
1,20483969,20487018,0.01600106288952186
1,20507923,20508390,0.0034722222222222207
1,20552401,20554002,0.08331328747731123
1,20633371,20634058,0.005555555555555553
1,20661023,20661745,0.0043556039511550085
1,20696446,20696696,0.01413690476190475
1,20704515,20704876,1.0
1,20717339,20718278,0.01216824111560953
1,20731513,20732873,0.010984848484848483
1,20786215,20787628,0.0013506950767923265
1,21176622,21177343,0.004761904761904761
1,21225081,21225438,0.9714285714285713
1,21289887,21290608,0.0
1,21344867,21345826,0.001785714285714285
1,21436577,21436923,0.4940935672514619
1,21439779,21440731,0.007768842851301621
1,21509055,21509851,0.042738307444189785
1,21603686,21603887,0.9689024390243902
1,21622181,21622770,0.3676582038651004
1,21651791,21652220,0.004201680672268906
1,21668570,21669450,0.0904498528420942
1,21782636,21783768,0.0
1,21814406,21814914,0.05683076613309171
1,21823190,21823404,0.6266518353726362
1,21864856,21865099,0.9932612781954887
1,21884499,21884825,0.9956521739130435
1,21887409,21887626,1.0
1,21936853,21937784,0.033557422969187664
1,22052516,22053536,0.0
1,22120027,22120450,0.9090909090909092
1,22129530,22129732,0.8291666666666666
1,22142419,22143759,0.0015138653084323698
1,22342145,22342381,0.0
1,22451743,22452324,0.0
1,22563102,22563603,0.03301176494956398
1,22576309,22576920,0.9718406593406593
1,22593280,22593714,0.45142939610708677
1,22600652,22601049,0.9348984348984349
1,22647557,22647810,0.9365922804234493
1,22676923,22677338,0.8886778700368759
1,22710330,22711869,0.0
1,22784411,22785074,0.9781383817894973
1,22953060,22954076,0.24961897629505148
1,23019321,23020184,0.0023148148148148125
1,23167746,23168947,0.0
1,23177566,23178140,0.0
1,23216884,23217744,0.007936507936507933
1,23343752,23344870,0.0006506180871828207
1,23368197,23369557,0.004910353116223997
1,23424303,23425170,0.003918439716312046
1,23436661,23437478,0.793879061893027
1,23483484,23484862,0.01597222222222221
1,23530541,23531597,0.0
1,23554526,23555264,0.062222222222222213
1,23558351,23558596,0.0
1,23559191,23559721,0.0
1,23568013,23568574,0.0
1,23691865,23692077,0.0
1,23743205,23744125,0.002787001897533206
1,23778012,23778773,0.004064782411638387
1,23790992,23791302,0.0
1,23800300,23801059,0.0
1,23867764,23868500,0.0025946275946275923
1,23902625,23903047,0.4012987012987013
1,23959295,23960211,0.006993006993006992
1,24187050,24187987,0.0
1,24321712,24322684,0.0021551724137931034
1,24413367,24413772,0.026086956521739132
1,24416181,24416549,0.14581228268299204
1,24502375,24503388,0.0
1,24535212,24535430,0.5037442396313364
1,24555948,24556297,0.003766478342749522
1,24642536,24643705,0.0016722408026755846
1,24744861,24746095,0.00575396825396825
1,24848069,24848876,0.0
1,24902005,24902641,0.7058823529411764
1,24907937,24908316,0.9155844155844156
1,24929036,24932514,0.41327395679573303
1,25232072,25232687,0.0015151515151515134
1,25246475,25248030,0.003141167775314115
1,25337795,25338907,0.0
1,25430074,25431624,0.0019196489784725052
1,25543402,25544551,0.009176788124156537
1,25616170,25616675,0.009259259259259255
1,25617483,25618281,0.06363636363636363
1,25771413,25771616,0.17900155400155401
1,25800324,25800616,0.0
1,25819631,25820884,0.0
1,25858981,25859865,0.0
1,25875231,25876025,0.006632003395585737
1,25905459,25907133,0.009895833333333328
1,25922714,25923122,0.015162907268170416
1,25998058,25998443,0.0
1,26035102,26036217,0.0
1,26045790,26046822,0.03479513452053497
1,26110828,26112426,0.003346240227524763
1,26161316,26162115,0.011876750700280108
1,26164031,26164557,0.16196108212248708
1,26169688,26170333,0.016273849607182936
1,26225026,26225703,0.05056253270538984
1,26233958,26234537,0.0026455026455026428
1,26279871,26280422,0.04044117647058824
1,26306345,26306798,0.0
1,26336047,26336975,0.07057280954339777
1,26345954,26346159,0.9333333333333332
1,26360025,26360790,0.19844066937119675
1,26411091,26411657,0.047741236219497066
1,26432001,26432365,0.0
1,26471875,26473351,0.0
1,26500185,26501489,0.02519563769563769
1,26529580,26530193,0.001025641025641024
1,26620353,26621585,0.0
1,26695342,26697530,0.0032624576625392217
1,26787627,26788201,0.000956937799043058
1,26826739,26827183,0.004983522224901531
1,26863421,26863637,0.9089635854341737
1,26864575,26865486,0.0
1,26889670,26890554,0.043350168350168354
1,26900001,26900518,0.013988095238095235
1,26921557,26922128,0.0014662114845938358
1,26959574,26960610,0.025396825396825397
1,26993636,26994655,0.0
1,27006102,27006491,0.9560439560439561
1,27012388,27012950,0.0
1,27154854,27155251,0.013378859457885188
1,27201393,27201594,1.0
1,27234214,27235123,0.0031055900621118
1,27321962,27322515,0.00196078431372549
1,27349428,27351525,0.8065685206059537
1,27356786,27357099,0.7596153846153846
1,27365921,27366752,0.00043402777777777775
1,27383110,27383341,0.03333955178889523
1,27392388,27392845,0.0
1,27489831,27490342,0.03119706380575946
1,27527800,27528452,0.008657762621956987
1,27547906,27548127,0.9484848484848485
1,27549881,27551036,1.0
1,27568416,27569013,0.02724714310080162
1,27575289,27576177,0.08393913778529162
1,27603071,27603749,0.0
1,27615354,27615813,0.9393939393939394
1,27634056,27634512,0.018808777429467082
1,27635048,27635299,0.0175438596491228
1,27659794,27660297,0.0
1,27725634,27726491,0.0
1,27773117,27773520,0.0075757575757575725
1,27830710,27831277,0.0066964285714285685
1,27872520,27872746,0.01666666666666665
1,27914073,27915024,0.0013774104683195575
1,27958509,27958793,0.9789473684210526
1,27959508,27960327,0.0039215686274509795
1,28088587,28088801,0.0
1,28232634,28233086,0.0
1,28235999,28236465,0.0
1,28247190,28247511,0.0
1,28259320,28260622,0.0
1,28328854,28329156,0.006172839506172833
1,28369530,28370220,0.0
1,28518141,28518781,0.0
1,28552890,28553192,0.0026423877327491625
1,28581557,28582287,0.0
1,28592479,28592942,0.03162445533769062
1,28643041,28643386,0.0
1,28668659,28669321,0.0049019607843137246
1,28736554,28737803,0.0157051282051282
1,28775278,28775557,0.22985347985347984
1,28811989,28812836,0.049999999999999996
1,28862795,28863440,0.9890261234654828
1,28886926,28887788,0.0
1,28914256,28915457,0.0
1,29121187,29125335,0.05387728734032714
1,29134365,29134660,0.21859861896768185
1,29181464,29182174,0.0
1,29236233,29238795,0.04223782918251789
1,29259385,29260086,0.025032938076416333
1,29260575,29260900,0.0054054054054054005
1,29478450,29478727,0.05365244323577655
1,30718125,30719113,0.0029873039581777413
1,30721429,30721740,1.0
1,30807274,30807665,0.3643998858284573
1,30907997,30909119,0.0785169794533647
1,31065565,31066091,0.0
1,31155253,31155646,0.04285714285714286
1,31181575,31181986,0.0
1,31239231,31239965,0.0055456342908350486
1,31296399,31297131,0.005341880341880338
1,31412947,31414163,0.0175438596491228
1,31586870,31587170,0.7738095238095238
1,31588740,31589242,0.34112904881679584
1,31617670,31618337,0.00625
1,31644609,31645360,0.0
1,31703936,31704268,0.0
1,31714530,31714886,0.0
1,31762746,31764651,0.041501976284584984
1,31772226,31773060,0.01936936936936936
1,31788403,31788752,0.0
1,31789124,31789407,0.0
1,31937681,31938781,0.005847953216374266
1,31944587,31945029,0.0
1,32013501,32014982,0.010651715902839136
1,32072604,32073451,0.0
1,32108460,32108717,0.0
1,32179553,32180213,0.028193984481000075
1,32204968,32206284,0.34547613963915874
1,32221920,32222439,0.01515151515151515
1,32239923,32241540,0.4286738138697146
1,32275109,32275943,0.727458304178952
1,32291813,32292433,0.0
1,32335258,32336628,0.0017872523686477146
1,32351114,32351987,0.10984848484848483
1,32361343,32362416,0.30814190989102486
1,32394169,32394747,0.0
1,32426827,32427234,0.42139812446717817
1,32464899,32465460,0.07211538461538461
1,32500543,32500962,0.0
1,32539399,32540138,0.0
1,32650942,32651762,0.006993006993006992
1,32702418,32703264,0.19825843849389554
1,32712270,32712490,0.0
1,32741533,32742273,0.007946418205038892
1,32753826,32754379,0.005098152084973265
1,32817074,32818305,0.08333333333333333
1,32870665,32871157,0.0
1,32886085,32886796,0.05641025641025641
1,32892868,32893848,0.07445887445887443
1,32901191,32901721,0.006410256410256408
1,32963930,32965015,0.0056663924310983126
1,32972857,32973378,0.004187170853837511
1,33036600,33037118,0.0
1,33050993,33051332,1.0
1,33080923,33081642,0.0
1,33127290,33127554,0.005917159763313608
1,33147375,33147720,0.9898989898989901
1,33159658,33159926,1.0
1,33180725,33182272,0.0
1,33255847,33257064,0.0
1,33276173,33276780,1.0
1,33306545,33307174,0.0768948137637871
1,33349182,33350169,0.024725274725274728
1,33430401,33431328,0.023456090209771435
1,33472424,33472727,0.0
1,33625005,33625254,0.9463924963924963
1,34163182,34165375,0.008766233766233764
1,34176781,34177423,0.3040503183716568
1,34761427,34761675,0.9488185425685426
1,34781275,34781998,0.0013650358397075076
1,34784817,34785135,0.8763613113229481
1,34859581,34859949,0.0033333333333333335
1,34865683,34866808,0.012867647058823529
1,34868703,34868905,0.55
1,34885430,34886253,0.07812937361324454
1,34929209,34930605,0.012674825174825172
1,34976636,34977276,0.989010989010989
1,34985048,34985436,0.0
1,35031520,35031986,0.0038314176245210665
1,35079326,35079702,0.0
1,35120730,35120990,0.05559723889555822
1,35191866,35192723,0.0005411255411255357
1,35192872,35193210,0.009007741027445443
1,35268622,35269254,0.0
1,35557079,35558233,0.0047246057602594056
1,35573248,35574450,0.5498037439613527
1,35576831,35577843,0.002801120448179271
1,35641368,35641660,0.005681818181818181
1,35707805,35708378,0.03125
1,35718647,35719185,0.0
1,35769323,35770199,0.0
1,35807898,35808860,0.008153528425776664
1,35882900,35883201,0.05390150540652212
1,35883702,35884069,0.0
1,35930648,35931661,0.0
1,36083953,36084420,0.015151515151515133
1,36088724,36089354,0.003289473684210526
1,36124854,36125520,0.012764771460423626
1,36149254,36149861,0.0
1,36155850,36156709,0.008140933140933134
1,36176155,36176860,0.9488536155202822
1,36178354,36179042,0.9974424552429667
1,36224158,36224486,0.0
1,36306229,36307408,0.12357954545454544
1,36320899,36323801,0.3152576448775931
1,36341761,36341983,1.0
1,36385488,36386272,0.007905138339920948
1,36397610,36398002,0.002599524658348173
1,36450195,36450723,0.024621704641988613
1,36463813,36464530,0.002933029167345605
1,37032776,37035023,0.04590554747056308
1,37318010,37318657,0.07626234792113808
1,37474122,37474620,0.0071816770186335374
1,37514311,37514964,0.00240384615384615
1,37554005,37554222,0.0
1,37556851,37557118,0.2831439393939394
1,37595827,37596139,0.0
1,37634005,37635192,0.1079443494206905
1,37690370,37690607,0.0
1,37691623,37692914,0.003071146078077722
1,37752518,37753223,0.08143939393939394
